,Date,Open,High,Low,Close,Volume
0,1986-03-13,0.05469285845425641,0.06273599842731936,0.05469285845425641,0.06005454063415527,1031788800
1,1986-03-14,0.06005452538227722,0.06327215057626003,0.06005452538227722,0.062199197709560394,308160000
2,1986-03-17,0.062199217514150466,0.06380833897502444,0.062199217514150466,0.06327217072248459,133171200
3,1986-03-18,0.06327218698000775,0.06380835537031383,0.06112689671537057,0.06166306510567665,67766400
4,1986-03-19,0.06166306970324894,0.062199238133531516,0.06005456441240122,0.06059073284268379,47894400
5,1986-03-20,0.060590701658285416,0.060590701658285416,0.058446029040960225,0.05898219719529152,58435200
6,1986-03-21,0.058982207263661095,0.060054543755373474,0.05630136603438015,0.05737370252609253,59990400
7,1986-03-24,0.05737370521938964,0.05737370521938964,0.055229032135287376,0.05576520040631294,65289600
8,1986-03-25,0.055765203517999115,0.0568375401198864,0.055229035217055474,0.0568375401198864,32083200
9,1986-03-26,0.05683753741342796,0.05898221051507867,0.056301369138015284,0.058446042239665985,22752000
10,1986-03-27,0.058446045345431186,0.05951838195323945,0.058446045345431186,0.05951838195323944,16848000
11,1986-03-31,0.05951836534962282,0.05951836534962282,0.057909860886628924,0.05898219719529152,12873600
12,1986-04-01,0.05898221051507867,0.05898221051507867,0.05844604223966599,0.058446042239665985,11088000
13,1986-04-02,0.058446029040960225,0.06005453350395412,0.058446029040960225,0.05898219719529152,27014400
14,1986-04-03,0.05951838195323945,0.06112688686495184,0.05951838195323945,0.05951838195323944,23040000
15,1986-04-04,0.05951838195323945,0.060054550257143575,0.05951838195323945,0.05951838195323944,26582400
16,1986-04-07,0.05951837879049134,0.06005454706590402,0.057373705688840634,0.058446042239665985,16560000
17,1986-04-08,0.058446029040960225,0.06005453350395412,0.058446029040960225,0.05898219719529152,10252800
18,1986-04-09,0.0589822041981755,0.06059070885214516,0.0589822041981755,0.06005454063415527,12153600
19,1986-04-10,0.06005456441240122,0.06112690127296637,0.058982227551836075,0.06059073284268379,13881600
20,1986-04-11,0.06112689671537057,0.06273601858970167,0.06112689671537057,0.06166306510567665,17222400
21,1986-04-14,0.061663029627739604,0.06273598249443922,0.061663029627739604,0.062199197709560394,12153600
22,1986-04-15,0.0621991977095604,0.0621991977095604,0.06005452538227722,0.062199197709560394,9302400
23,1986-04-16,0.06219925662653664,0.06488071627865657,0.0616630880368411,0.06434454768896103,31910400
24,1986-04-17,0.06434448613899908,0.06488065421581268,0.06434448613899908,0.06488065421581268,22003200
25,1986-04-18,0.06488067767365693,0.06488067767365693,0.06219921961704573,0.06273600459098816,21628800
26,1986-04-21,0.06273600459098816,0.06327217286165536,0.06112688307571134,0.06273600459098816,22924800
27,1986-04-22,0.06273601858970167,0.06273601858970167,0.06166306510567665,0.06166306510567665,15552000
28,1986-04-23,0.06166302547152128,0.06219919351720321,0.061126857425839336,0.06193110719323158,15609600
29,1986-04-24,0.06193113405367922,0.06917002481414632,0.06166305221569786,0.06809768825769424,62352000
30,1986-04-25,0.06863385598811154,0.07533657841685408,0.06863385598811154,0.07238765060901642,85795200
31,1986-04-28,0.07238765587811916,0.07345999250406772,0.07185087086182097,0.07292382419109344,28886400
32,1986-04-29,0.07292380072962182,0.07292380072962182,0.07024234332412067,0.0707785114645958,30326400
33,1986-04-30,0.07077854812704085,0.07131471654524484,0.06756153761781693,0.0691700428724289,30902400
34,1986-05-01,0.06917002481414632,0.06917002481414632,0.06702535170124217,0.06809768825769424,54345600
35,1986-05-02,0.06809768825769424,0.06917002481414632,0.0675615199794682,0.06809768825769424,20246400
36,1986-05-05,0.06809766789233507,0.06809766789233507,0.06756149977445602,0.06756149977445602,3254400
37,1986-05-06,0.06809768825769424,0.06917002481414632,0.06809768825769424,0.06809768825769424,9734400
38,1986-05-07,0.06809768825769424,0.06863385653592027,0.06702535170124217,0.06809768825769424,5155200
39,1986-05-08,0.06809770091248811,0.06863386929035187,0.06756153253462434,0.06863386929035187,3542400
40,1986-05-09,0.06863385653592027,0.06863385653592027,0.06809768825769424,0.06809768825769424,6076800
41,1986-05-12,0.06809770091248811,0.07024237442394317,0.06809770091248811,0.06863386929035187,10483200
42,1986-05-13,0.0686338744542249,0.06970621129063288,0.0686338744542249,0.0691700428724289,3830400
43,1986-05-14,0.06917003766821564,0.06917003766821564,0.06863386929035187,0.06863386929035187,9302400
44,1986-05-15,0.06863386929035187,0.0697062060460794,0.06863386929035187,0.06863386929035187,3801600
45,1986-05-16,0.0686338744542249,0.07077854812704085,0.0686338744542249,0.0691700428724289,11952000
46,1986-05-19,0.06917002481414632,0.06917002481414632,0.0675615199794682,0.06809768825769424,11001600
47,1986-05-20,0.06809766789233507,0.06809766789233507,0.06702533165657698,0.06756149977445602,61977600
48,1986-05-21,0.06756153409426774,0.06809770248450885,0.06648919731378555,0.06648919731378555,8092800
49,1986-05-22,0.06648919731378555,0.06702536570402665,0.06648919731378555,0.06648919731378555,4406400
50,1986-05-23,0.06648919731378555,0.06756153409426774,0.06648919731378555,0.06648919731378555,4089600
51,1986-05-27,0.06648919577889681,0.06863386929035187,0.06648919577889681,0.06863386929035187,13881600
52,1986-05-28,0.06863383890269527,0.0707785114645958,0.06863383890269527,0.0707785114645958,15523200
53,1986-05-29,0.07077852908389774,0.07345998715690952,0.0702423608099512,0.07238765060901642,45676800
54,1986-05-30,0.07292379400131484,0.07614080254734865,0.07292379400131484,0.07506846636533737,27072000
55,1986-06-02,0.07506849744299056,0.07506849744299056,0.07292382419109344,0.07292382419109344,19728000
56,1986-06-03,0.07292382419109344,0.07292382419109344,0.07185087086182097,0.07292382419109344,5011200
57,1986-06-04,0.07292381888296297,0.07345998715690952,0.07185086563179084,0.07238765060901642,4723200
58,1986-06-05,0.07238761701938405,0.07345995306968689,0.07185083229123979,0.07345995306968689,13708800
59,1986-06-06,0.07345995306968689,0.07345995306968689,0.07238761701938405,0.07345995306968689,3427200
60,1986-06-09,0.07345998655484794,0.07345998655484794,0.07024236023426056,0.07024236023426056,12672000
61,1986-06-10,0.07024236023426056,0.07024236023426056,0.0691700236951561,0.07024236023426056,3427200
62,1986-06-11,0.07024236023426056,0.07024236023426056,0.0691700236951561,0.07024236023426056,2304000
63,1986-06-12,0.07024234036385124,0.07024234036385124,0.06702533165657698,0.06756149977445602,13708800
64,1986-06-13,0.06756149977445602,0.06809766789233507,0.06702533165657698,0.06756149977445602,7891200
65,1986-06-16,0.06756152430727289,0.06809769261984439,0.06648918768212989,0.06702535599470139,9590400
66,1986-06-17,0.0675615199794682,0.06917002481414632,0.0675615199794682,0.06809768825769424,13075200
67,1986-06-18,0.06809766789233507,0.06809766789233507,0.06648916353869794,0.06756149977445602,4348800
68,1986-06-19,0.06756152430727289,0.06809769261984439,0.06648918768212989,0.06702535599470139,8467200
69,1986-06-20,0.0670253489060946,0.06756151716196089,0.0670253489060946,0.0672934353351593,3801600
70,1986-06-23,0.06729343814148685,0.06809768825769424,0.06595301514479009,0.06809768825769424,46195200
71,1986-06-24,0.06809766789233507,0.06863383601021411,0.06702533165657698,0.06756149977445602,14572800
72,1986-06-25,0.06756153409426774,0.06809770248450885,0.06648919731378555,0.06648919731378555,15235200
73,1986-06-26,0.06648922204774321,0.06702539063743876,0.06434454768896103,0.06434454768896103,19152000
74,1986-06-27,0.06434452011507076,0.0648806884749993,0.06327218339521366,0.06380835175514221,10396800
75,1986-06-30,0.06380832150636867,0.06756149824664924,0.0632721534006143,0.06595299392938614,62352000
76,1986-07-01,0.06595299392938614,0.06595299392938614,0.06541682582363177,0.06595299392938614,47577600
77,1986-07-02,0.06595299392938614,0.06595299392938614,0.06541682582363177,0.06595299392938614,52617600
78,1986-07-03,0.06648918768212989,0.06756152430727289,0.06648918768212989,0.06702535599470139,14140800
79,1986-07-07,0.06702539063743876,0.06702539063743876,0.06434454768896103,0.06434454768896103,14054400
80,1986-07-08,0.06434450940298975,0.06434450940298975,0.06219921961704573,0.06273600459098816,14256000
81,1986-07-09,0.06273599842731936,0.06273599842731936,0.05951837241616539,0.06005454063415527,46137600
82,1986-07-10,0.06005454706590402,0.060590715341316694,0.05576520086260261,0.058446042239665985,46886400
83,1986-07-11,0.058446035980185614,0.06112687707013505,0.058446035980185614,0.06005454063415527,17395200
84,1986-07-14,0.058446015614271436,0.0605906877389053,0.058446015614271436,0.05925026535987854,28598400
85,1986-07-15,0.059250286006039043,0.06112687707013505,0.058446035980185614,0.06005454063415527,13190400
86,1986-07-16,0.06059069346409802,0.0621991977095604,0.06059069346409802,0.062199197709560394,9360000
87,1986-07-17,0.062199217514150466,0.06327217072248459,0.0616630492616106,0.06327217072248459,6940800
88,1986-07-18,0.06327218339521366,0.06434452011507076,0.06166306161205012,0.06380835175514221,12326400
89,1986-07-21,0.06380835175514221,0.0648806884749993,0.06380835175514221,0.06380835175514221,3513600
90,1986-07-22,0.06380832150636867,0.06595299392938614,0.06380832150636867,0.06595299392938614,10512000
91,1986-07-23,0.06595305345804767,0.06702539063743876,0.06434454768896103,0.06434454768896103,20793600
92,1986-07-24,0.06541686053330335,0.06756153409426774,0.06541686053330335,0.06648919731378555,14140800
93,1986-07-25,0.06648918768212989,0.06756152430727289,0.06648918768212989,0.06702535599470139,20448000
94,1986-07-28,0.06702533216369694,0.06702533216369694,0.06541682779788971,0.06541682779788971,11808000
95,1986-07-29,0.06541685683492784,0.0659530251948564,0.06273601503528513,0.06380835175514221,14054400
96,1986-07-30,0.06380835537031383,0.06380835537031383,0.05951839154445232,0.06166306510567665,26409600
97,1986-07-31,0.061663052352434,0.062199220631848975,0.06112688407301903,0.06112688407301903,15638400
98,1986-08-01,0.06112690127296637,0.06166306970324894,0.06005456441240122,0.06059073284268379,12902400
99,1986-08-04,0.06059073284268379,0.06059073284268379,0.058982227551836075,0.06059073284268379,12441600
100,1986-08-05,0.06059070885214516,0.06112687707013505,0.06005454063415527,0.06005454063415527,2822400
101,1986-08-06,0.060054550257143575,0.06059071856104771,0.058446045345431186,0.05951838195323944,18316800
102,1986-08-07,0.05951836534962282,0.06005453350395412,0.058446029040960225,0.05898219719529152,3657600
103,1986-08-08,0.05898221364933531,0.06059071856104771,0.05898221364933531,0.05951838195323944,4147200
104,1986-08-11,0.060590728325064486,0.062199233495982734,0.060590728325064486,0.06166306510567665,7948800
105,1986-08-12,0.0616630492616106,0.06327217072248459,0.0616630492616106,0.06327217072248459,9993600
106,1986-08-13,0.06327218339521366,0.06380835175514221,0.06273601503528513,0.06380835175514221,6883200
107,1986-08-14,0.06380832343208248,0.06595299591982545,0.06380832343208248,0.06541682779788971,20131200
108,1986-08-15,0.06541683564525048,0.06595300383150461,0.06488066745899636,0.06568492203950882,6105600
109,1986-08-18,0.06568490863216389,0.06595299036943991,0.06488065421581268,0.06488065421581268,12787200
110,1986-08-19,0.06488065421581268,0.06514874055535029,0.06380831806218547,0.06488065421581268,20390400
111,1986-08-20,0.06488071627865657,0.06488071627865657,0.06434454768896103,0.06434454768896103,20764800
